it	l_0	l_1	l_2	l_3	l_4	l_5	l_6	l_7	l_8	l_9	l_10	l_11	l_12	l_13	l_14	l_15	l_16	l_17	l_18	l_19	l_20	l_21	l_22	l_23	l_24	l_25	l_26	l_27	l_28	l_29	l_30	l_31	l_32	l_33	l_34	l_35	l_36	l_37	l_38	l_39	l_40	l_41	l_42	m_0	m_1	m_2	m_3	m_4	m_5	m_6	m_7	m_8	m_9	m_10	m_11	m_12	m_13	m_14	m_15	m_16	m_17	m_18	m_19	m_20	m_21	m_22	m_23	m_24	m_25	m_26	m_27	m_28	m_29	m_30	m_31	m_32	m_33	m_34	m_35	m_36	m_37	m_38	m_39	m_40	m_41	m_42	r_0	r_1	r_2	r_3	r_4	r_5	r_6	r_7	r_8	r_9	r_10	r_11	r_12	r_13	r_14	r_15	r_16	r_17	r_18	r_19	r_20	r_21	r_22	r_23	r_24	r_25	r_26	r_27	r_28	r_29	r_30	r_31	r_32	r_33	r_34	r_35	r_36	r_37	r_38	r_39	r_40	r_41	r_42	
0	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.29599513629030105	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	0.972781414587226	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925	-0.676786278296925
1000	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.9377791237911535	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.00244460072652504	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284	0.9353345230646284
2000	0.8954267426158664	0.8954267426158664	0.8954267426158664	0.8954267426158664	0.8954267426158664	0.8954267426158664	0.8954267426158664	0.8954267426158664	0.8954267426158664	0.8954267426158664	0.8954267426158664	0.8954267426158664	0.863154822169133	0.863154822169133	0.863154822169133	0.863154822169133	0.863154822169133	0.863154822169133	0.863154822169133	0.863154822169133	0.863154822169133	0.863154822169133	0.863154822169133	0.863154822169133	0.863154822169133	0.863154822169133	0.863154822169133	0.863154822169133	0.863154822169133	0.863154822169133	0.863154822169133	0.863154822169133	0.863154822169133	0.863154822169133	0.863154822169133	0.863154822169133	0.863154822169133	0.863154822169133	0.863154822169133	0.863154822169133	0.863154822169133	0.863154822169133	0.863154822169133	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.004378254464644746	0.8910484881512216	0.8910484881512216	0.8910484881512216	0.8910484881512216	0.8910484881512216	0.8910484881512216	0.8910484881512216	0.8910484881512216	0.8910484881512216	0.8910484881512216	0.8910484881512216	0.8910484881512216	0.8587765677044882	0.8587765677044882	0.8587765677044882	0.8587765677044882	0.8587765677044882	0.8587765677044882	0.8587765677044882	0.8587765677044882	0.8587765677044882	0.8587765677044882	0.8587765677044882	0.8587765677044882	0.8587765677044882	0.8587765677044882	0.8587765677044882	0.8587765677044882	0.8587765677044882	0.8587765677044882	0.8587765677044882	0.8587765677044882	0.8587765677044882	0.8587765677044882	0.8587765677044882	0.8587765677044882	0.8587765677044882	0.8587765677044882	0.8587765677044882	0.8587765677044882	0.8587765677044882	0.8587765677044882	0.8587765677044882
3000	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.8286565670434113	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.0009284107905658819	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453	0.8277281562528453
4000	0.6681648330745414	0.6681648330745414	0.6681648330745414	0.6681648330745414	0.6681648330745414	0.6681648330745414	0.6681648330745414	0.6681648330745414	0.6681648330745414	0.6681648330745414	0.6681648330745414	0.6681648330745414	0.6681648330745414	0.6681648330745414	0.6681648330745414	0.6681648330745414	0.6681648330745414	0.6681648330745414	0.6681648330745414	0.6681648330745414	0.6681648330745414	0.6681648330745414	0.6681648330745414	0.6681648330745414	0.6681648330745414	0.6681648330745414	0.6681648330745414	0.6681648330745414	0.6681648330745414	0.6681648330745414	0.6681648330745414	0.6681648330745414	0.6681648330745414	0.6681648330745414	0.8724802039849688	0.8724802039849688	0.8724802039849688	0.8724802039849688	0.8724802039849688	0.8724802039849688	0.8724802039849688	0.8724802039849688	0.8724802039849688	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.004037405037202374	0.664127428037339	0.664127428037339	0.664127428037339	0.664127428037339	0.664127428037339	0.664127428037339	0.664127428037339	0.664127428037339	0.664127428037339	0.664127428037339	0.664127428037339	0.664127428037339	0.664127428037339	0.664127428037339	0.664127428037339	0.664127428037339	0.664127428037339	0.664127428037339	0.664127428037339	0.664127428037339	0.664127428037339	0.664127428037339	0.664127428037339	0.664127428037339	0.664127428037339	0.664127428037339	0.664127428037339	0.664127428037339	0.664127428037339	0.664127428037339	0.664127428037339	0.664127428037339	0.664127428037339	0.664127428037339	0.8684427989477664	0.8684427989477664	0.8684427989477664	0.8684427989477664	0.8684427989477664	0.8684427989477664	0.8684427989477664	0.8684427989477664	0.8684427989477664
5000	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.9289111024833164	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.003638184222674087	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424	0.9252729182606424
6000	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.9413685212538946	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.003464465610272983	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216	0.9379040556436216
7000	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.9053278578235963	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.0019108953528343636	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619	0.9034169624707619
8000	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	1.1100257287435567	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	0.005755794890204586	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521	1.1042699338533521
9000	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.7537449531642246	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.0012605419175189619	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056	0.7524844112467056
